DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD,
3,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1142,250 ml,30.00,104.00,41,1154,1200,NA,NA,
4,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1120,250 ml,30.00,104.00,41,1142,1154,NA,NA,
5,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1107,250 ml,30.00,104.00,41,1120,1142,NA,NA,
6,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1088,250 ml,30.00,104.00,41,1107,1120,NA,NA,
7,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1071,250 ml,30.00,104.00,41,1088,1107,980.1428571,411.7468594,
8,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1052,250 ml,30.00,104.00,41,1071,1088,1126,43.55456348,
9,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1041,250 ml,30.00,104.00,41,1052,1071,1104.857143,37.08741283,
10,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1025,250 ml,30.00,104.00,41,1041,1052,1088.714286,36.7229006,
11,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,1006,250 ml,30.00,104.00,41,1025,1041,1072,35.0142828,
12,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,989,250 ml,30.00,104.00,41,1006,1025,1055.714286,35.47635027,
13,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,971,250 ml,30.00,104.00,41,989,1006,1038.857143,35.07814406,
14,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,944,250 ml,30.00,104.00,41,971,989,1022.142857,35.62970938,
15,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,920,250 ml,30.00,104.00,41,944,971,1004,38.79862541,
16,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,895,250 ml,30.00,104.00,41,920,944,985.1428571,43.38751192,
17,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,872,250 ml,30.00,104.00,41,895,920,964.2857143,47.00253286,
18,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,844,250 ml,30.00,104.00,41,872,895,942.4285714,49.56765458,
19,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,831,250 ml,30.00,104.00,41,844,872,919.2857143,52.66154285,
20,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,814,250 ml,30.00,104.00,41,831,844,896.7142857,51.65176436,
21,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,801,250 ml,30.00,104.00,41,814,831,874.2857143,47.97469571,
22,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,789,250 ml,30.00,104.00,41,801,814,853.8571429,43.58680447,
23,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,771,250 ml,30.00,104.00,41,789,801,835.1428571,38.25105041,
24,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,763,250 ml,30.00,104.00,41,771,789,817.4285714,34.43281934,
25,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,747,250 ml,30.00,104.00,41,763,771,801.8571429,30.00238086,
26,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,733,250 ml,30.00,104.00,41,747,763,788,29.69287232,
27,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,721,250 ml,30.00,104.00,41,733,747,774,29.13760457,
28,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,709,250 ml,30.00,104.00,41,721,733,760.7142857,29.06151112,
29,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,694,250 ml,30.00,104.00,41,709,721,747.5714286,28.60569374,
30,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,681,250 ml,30.00,104.00,41,694,709,734,28.207564,
31,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,677,250 ml,30.00,104.00,41,681,694,721.1428571,29.03118192,
32,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,666,250 ml,30.00,104.00,41,677,681,708.8571429,26.44761219,
33,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,660,250 ml,30.00,104.00,41,666,677,697.2857143,24.63543712,
34,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,651,250 ml,30.00,104.00,41,660,666,686.8571429,22.34150526,
35,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,642,250 ml,30.00,104.00,41,651,660,676.8571429,20.06180925,
36,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,633,250 ml,30.00,104.00,41,642,651,667.2857143,18.05283252,
37,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,622,250 ml,30.00,104.00,41,633,642,658.5714286,17.72810521,
38,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,613,250 ml,30.00,104.00,41,622,633,650.1428571,19.24775806,
39,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,604,250 ml,30.00,104.00,41,613,622,641,19.56186767,
40,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,592,250 ml,30.00,104.00,41,604,613,632.1428571,20.37505478,
41,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,584,250 ml,30.00,104.00,41,592,604,622.4285714,21.07808612,
42,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,566,250 ml,30.00,104.00,41,584,592,612.8571429,21.15363303,
43,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,557,250 ml,30.00,104.00,41,566,584,602,23.11565126,
44,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,549,250 ml,30.00,104.00,41,557,566,591.1428571,23.96127829,
45,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,534,250 ml,30.00,104.00,41,549,557,580.7142857,24.177912,
46,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,530,250 ml,30.00,104.00,41,534,549,569.4285714,25.01904037,
47,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,524,250 ml,30.00,104.00,41,530,534,558.8571429,23.56854239,
48,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,515,250 ml,30.00,104.00,41,524,530,549.1428571,21.55944164,
49,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,510,250 ml,30.00,104.00,41,515,524,539.2857143,18.52668603,
50,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,508,250 ml,30.00,104.00,41,510,515,531.2857143,17.10471948,
51,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,501,250 ml,30.00,104.00,41,508,510,524.2857143,14.68235092,
52,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,493,250 ml,30.00,104.00,41,501,508,517.4285714,12.21825332,
53,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,482,250 ml,30.00,104.00,41,493,501,511.5714286,12.76528029,
54,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,474,250 ml,30.00,104.00,41,482,493,504.7142857,14.04414808,
55,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,467,250 ml,30.00,104.00,41,474,482,497.5714286,15.26277763,
56,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,447,250 ml,30.00,104.00,41,467,474,490.7142857,16.829679,
57,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,432,250 ml,30.00,104.00,41,447,467,481.7142857,21.10066575,
58,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,424,250 ml,30.00,104.00,41,432,447,470.8571429,24.5860975,
59,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,410,250 ml,30.00,104.00,41,424,432,459.8571429,26.03477528,
60,115,Tropicana Fruit Juice,2024-07-23,2024-12-15,400,250 ml,30.00,104.00,41,410,424,NA,NA,
1,116,Parachute Coconut Oil,2024-07-23,2026-03-10,450,600 ml,215.00,104.00,491,NA,NA,NA,NA,
2,116,Parachute Coconut Oil,2024-07-23,2026-03-10,446,600 ml,215.00,104.00,491,450,NA,NA,NA,
3,116,Parachute Coconut Oil,2024-07-23,2026-03-10,441,600 ml,215.00,104.00,491,446,450,NA,NA,
4,116,Parachute Coconut Oil,2024-07-23,2026-03-10,437,600 ml,215.00,104.00,491,441,446,NA,NA,
5,116,Parachute Coconut Oil,2024-07-23,2026-03-10,433,600 ml,215.00,104.00,491,437,441,NA,NA,
6,116,Parachute Coconut Oil,2024-07-23,2026-03-10,427,600 ml,215.00,104.00,491,433,437,NA,NA,
7,116,Parachute Coconut Oil,2024-07-23,2026-03-10,421,600 ml,215.00,104.00,491,427,433,433.4285714,16.64188634,
8,116,Parachute Coconut Oil,2024-07-23,2026-03-10,414,600 ml,215.00,104.00,491,421,427,436.4285714,10.2933173,
9,116,Parachute Coconut Oil,2024-07-23,2026-03-10,410,600 ml,215.00,104.00,491,414,421,431.2857143,11.32422603,
10,116,Parachute Coconut Oil,2024-07-23,2026-03-10,406,600 ml,215.00,104.00,491,410,414,426.1428571,11.69656034,
11,116,Parachute Coconut Oil,2024-07-23,2026-03-10,401,600 ml,215.00,104.00,491,406,410,421.1428571,11.76759068,
12,116,Parachute Coconut Oil,2024-07-23,2026-03-10,394,600 ml,215.00,104.00,491,401,406,416,11.54700538,
13,116,Parachute Coconut Oil,2024-07-23,2026-03-10,391,600 ml,215.00,104.00,491,394,401,410.4285714,11.38503613,
14,116,Parachute Coconut Oil,2024-07-23,2026-03-10,388,600 ml,215.00,104.00,491,391,394,405.2857143,10.76590739,
15,116,Parachute Coconut Oil,2024-07-23,2026-03-10,382,600 ml,215.00,104.00,491,388,391,400.5714286,9.930712342,
16,116,Parachute Coconut Oil,2024-07-23,2026-03-10,374,600 ml,215.00,104.00,491,382,388,396,10.08298897,
17,116,Parachute Coconut Oil,2024-07-23,2026-03-10,370,600 ml,215.00,104.00,491,374,382,390.8571429,10.89997816,
18,116,Parachute Coconut Oil,2024-07-23,2026-03-10,365,600 ml,215.00,104.00,491,370,374,385.7142857,11.05613383,
19,116,Parachute Coconut Oil,2024-07-23,2026-03-10,362,600 ml,215.00,104.00,491,365,370,380.5714286,11.13339036,
20,116,Parachute Coconut Oil,2024-07-23,2026-03-10,355,600 ml,215.00,104.00,491,362,365,376,11.26942767,
21,116,Parachute Coconut Oil,2024-07-23,2026-03-10,351,600 ml,215.00,104.00,491,355,362,370.8571429,11.49534067,
22,116,Parachute Coconut Oil,2024-07-23,2026-03-10,347,600 ml,215.00,104.00,491,351,355,365.5714286,10.78358541,
23,116,Parachute Coconut Oil,2024-07-23,2026-03-10,341,600 ml,215.00,104.00,491,347,351,360.5714286,9.980934206,
24,116,Parachute Coconut Oil,2024-07-23,2026-03-10,333,600 ml,215.00,104.00,491,341,347,355.8571429,10.36707242,
25,116,Parachute Coconut Oil,2024-07-23,2026-03-10,331,600 ml,215.00,104.00,491,333,341,350.5714286,11.3410338,
26,116,Parachute Coconut Oil,2024-07-23,2026-03-10,323,600 ml,215.00,104.00,491,331,333,345.7142857,11.41219064,
27,116,Parachute Coconut Oil,2024-07-23,2026-03-10,314,600 ml,215.00,104.00,491,323,331,340.1428571,11.65373433,
28,116,Parachute Coconut Oil,2024-07-23,2026-03-10,305,600 ml,215.00,104.00,491,314,323,334.2857143,13.14932553,
29,116,Parachute Coconut Oil,2024-07-23,2026-03-10,298,600 ml,215.00,104.00,491,305,314,327.7142857,14.79543044,
30,116,Parachute Coconut Oil,2024-07-23,2026-03-10,291,600 ml,215.00,104.00,491,298,305,320.7142857,15.71320343,
31,116,Parachute Coconut Oil,2024-07-23,2026-03-10,284,600 ml,215.00,104.00,491,291,298,313.5714286,16.30804651,
32,116,Parachute Coconut Oil,2024-07-23,2026-03-10,280,600 ml,215.00,104.00,491,284,291,306.5714286,17.07685708,
33,116,Parachute Coconut Oil,2024-07-23,2026-03-10,274,600 ml,215.00,104.00,491,280,284,299.2857143,15.74499165,
34,116,Parachute Coconut Oil,2024-07-23,2026-03-10,273,600 ml,215.00,104.00,491,274,280,292.2857143,14.26784597,
35,116,Parachute Coconut Oil,2024-07-23,2026-03-10,266,600 ml,215.00,104.00,491,273,274,286.4285714,12.12239172,
36,116,Parachute Coconut Oil,2024-07-23,2026-03-10,261,600 ml,215.00,104.00,491,266,273,280.8571429,11.08194585,
37,116,Parachute Coconut Oil,2024-07-23,2026-03-10,254,600 ml,215.00,104.00,491,261,266,275.5714286,10.34177842,
38,116,Parachute Coconut Oil,2024-07-23,2026-03-10,252,600 ml,215.00,104.00,491,254,261,270.2857143,10.59424821,
39,116,Parachute Coconut Oil,2024-07-23,2026-03-10,243,600 ml,215.00,104.00,491,252,254,265.7142857,10.59424821,
40,116,Parachute Coconut Oil,2024-07-23,2026-03-10,235,600 ml,215.00,104.00,491,243,252,260.4285714,11.47253449,
41,116,Parachute Coconut Oil,2024-07-23,2026-03-10,232,600 ml,215.00,104.00,491,235,243,254.8571429,13.13301909,
42,116,Parachute Coconut Oil,2024-07-23,2026-03-10,224,600 ml,215.00,104.00,491,232,235,249,12.83225104,
43,116,Parachute Coconut Oil,2024-07-23,2026-03-10,216,600 ml,215.00,104.00,491,224,232,243,13.3666251,
44,116,Parachute Coconut Oil,2024-07-23,2026-03-10,210,600 ml,215.00,104.00,491,216,224,236.5714286,14.06955511,
45,116,Parachute Coconut Oil,2024-07-23,2026-03-10,205,600 ml,215.00,104.00,491,210,216,230.2857143,14.79543044,
46,116,Parachute Coconut Oil,2024-07-23,2026-03-10,202,600 ml,215.00,104.00,491,205,210,223.5714286,13.93864105,
47,116,Parachute Coconut Oil,2024-07-23,2026-03-10,198,600 ml,215.00,104.00,491,202,205,217.7142857,12.99633648,
48,116,Parachute Coconut Oil,2024-07-23,2026-03-10,191,600 ml,215.00,104.00,491,198,202,212.4285714,12.29982578,
49,116,Parachute Coconut Oil,2024-07-23,2026-03-10,184,600 ml,215.00,104.00,491,191,198,206.5714286,11.13339036,
50,116,Parachute Coconut Oil,2024-07-23,2026-03-10,177,600 ml,215.00,104.00,491,184,191,200.8571429,10.96096972,
51,116,Parachute Coconut Oil,2024-07-23,2026-03-10,171,600 ml,215.00,104.00,491,177,184,195.2857143,11.85628224,
52,116,Parachute Coconut Oil,2024-07-23,2026-03-10,165,600 ml,215.00,104.00,491,171,177,189.7142857,12.9062554,
53,116,Parachute Coconut Oil,2024-07-23,2026-03-10,162,600 ml,215.00,104.00,491,165,171,184,13.83232928,
54,116,Parachute Coconut Oil,2024-07-23,2026-03-10,152,600 ml,215.00,104.00,491,162,165,178.2857143,13.41285808,
55,116,Parachute Coconut Oil,2024-07-23,2026-03-10,144,600 ml,215.00,104.00,491,152,162,171.7142857,13.41285808,
56,116,Parachute Coconut Oil,2024-07-23,2026-03-10,138,600 ml,215.00,104.00,491,144,152,165,13.90443574,
57,116,Parachute Coconut Oil,2024-07-23,2026-03-10,132,600 ml,215.00,104.00,491,138,144,158.4285714,14.29285536,
58,116,Parachute Coconut Oil,2024-07-23,2026-03-10,125,600 ml,215.00,104.00,491,132,138,152,14.6628783,
59,116,Parachute Coconut Oil,2024-07-23,2026-03-10,120,600 ml,215.00,104.00,491,125,132,145.4285714,15.03171251,
60,116,Parachute Coconut Oil,2024-07-23,2026-03-10,115,600 ml,215.00,104.00,491,120,125,NA,NA,
1,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,650,200 gms,49.75,104.00,51,NA,NA,NA,NA,
2,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,642,200 gms,49.75,104.00,51,650,NA,NA,NA,
3,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,632,200 gms,49.75,104.00,51,642,650,NA,NA,
4,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,629,200 gms,49.75,104.00,51,632,642,NA,NA,
5,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,622,200 gms,49.75,104.00,51,629,632,NA,NA,
6,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,615,200 gms,49.75,104.00,51,622,629,NA,NA,
7,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,610,200 gms,49.75,104.00,51,615,622,557.8571429,195.6318213,
8,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,602,200 gms,49.75,104.00,51,610,615,628.5714286,14.28118976,
9,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,599,200 gms,49.75,104.00,51,602,610,621.7142857,13.79268267,
10,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,587,200 gms,49.75,104.00,51,599,602,615.5714286,12.79136614,
11,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,585,200 gms,49.75,104.00,51,587,599,609.1428571,14.3692794,
12,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,577,200 gms,49.75,104.00,51,585,587,602.8571429,13.84953154,
13,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,572,200 gms,49.75,104.00,51,577,585,596.4285714,13.92667875,
14,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,568,200 gms,49.75,104.00,51,572,577,590.2857143,13.85296943,
15,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,568,200 gms,49.75,104.00,51,568,572,584.2857143,12.95780699,
16,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,568,200 gms,49.75,104.00,51,568,568,579.4285714,11.50155269,
17,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,564,200 gms,49.75,104.00,51,568,568,575,8.205689083,
18,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,561,200 gms,49.75,104.00,51,564,568,571.7142857,7.134757312,
19,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,557,200 gms,49.75,104.00,51,561,564,568.2857143,5.186980037,
20,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,555,200 gms,49.75,104.00,51,557,561,565.4285714,5.094347942,
21,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,551,200 gms,49.75,104.00,51,555,557,563,5.477225575,
22,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,550,200 gms,49.75,104.00,51,551,555,560.5714286,6.5538066,
23,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,547,200 gms,49.75,104.00,51,550,551,558,6.683312552,
24,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,545,200 gms,49.75,104.00,51,547,550,555,6.137317547,
25,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,542,200 gms,49.75,104.00,51,545,547,552.2857143,5.677860093,
26,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,541,200 gms,49.75,104.00,51,542,545,549.5714286,5.349677338,
27,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,538,200 gms,49.75,104.00,51,541,542,547.2857143,5.056820006,
28,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,534,200 gms,49.75,104.00,51,538,541,544.8571429,4.810702354,
29,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,532,200 gms,49.75,104.00,51,534,538,542.4285714,5.442338433,
30,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,528,200 gms,49.75,104.00,51,532,534,539.8571429,5.520524475,
31,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,527,200 gms,49.75,104.00,51,528,532,537.1428571,6.067085281,
32,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,524,200 gms,49.75,104.00,51,527,528,534.5714286,5.996030433,
33,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,522,200 gms,49.75,104.00,51,524,527,532,6.137317547,
34,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,514,200 gms,49.75,104.00,51,522,524,529.2857143,5.677860093,
35,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,513,200 gms,49.75,104.00,51,514,522,525.8571429,6.69399162,
36,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,510,200 gms,49.75,104.00,51,513,514,522.8571429,7.128079953,
37,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,504,200 gms,49.75,104.00,51,510,513,519.7142857,7.273565969,
38,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,501,200 gms,49.75,104.00,51,504,510,516.2857143,8.300889224,
39,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,497,200 gms,49.75,104.00,51,501,504,512.5714286,8.521681032,
40,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,492,200 gms,49.75,104.00,51,497,501,508.7142857,8.596787883,
41,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,487,200 gms,49.75,104.00,51,492,497,504.4285714,8.343802947,
42,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,481,200 gms,49.75,104.00,51,487,492,500.5714286,9.360504667,
43,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,475,200 gms,49.75,104.00,51,481,487,496,10.06644591,
44,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,472,200 gms,49.75,104.00,51,475,481,491,10.63014581,
45,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,464,200 gms,49.75,104.00,51,472,475,486.4285714,10.98267033,
46,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,461,200 gms,49.75,104.00,51,464,472,481.1428571,11.68230245,
47,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,457,200 gms,49.75,104.00,51,461,464,476,11.46007563,
48,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,452,200 gms,49.75,104.00,51,457,461,471,10.93922605,
49,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,450,200 gms,49.75,104.00,51,452,457,466,10.39230485,
50,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,448,200 gms,49.75,104.00,51,450,452,461.5714286,9.501879513,
51,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,442,200 gms,49.75,104.00,51,448,450,457.7142857,8.577378887,
52,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,436,200 gms,49.75,104.00,51,442,448,453.4285714,7.699721702,
53,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,432,200 gms,49.75,104.00,51,436,442,449.4285714,8.521681032,
54,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,427,200 gms,49.75,104.00,51,432,436,445.2857143,8.994707439,
55,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,421,200 gms,49.75,104.00,51,427,432,441,9.609023537,
56,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,417,200 gms,49.75,104.00,51,421,427,436.5714286,10.76811873,
57,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,411,200 gms,49.75,104.00,51,417,421,431.8571429,11.12697281,
58,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,407,200 gms,49.75,104.00,51,411,417,426.5714286,10.96748441,
59,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,403,200 gms,49.75,104.00,51,407,411,421.5714286,10.73711853,
60,117,Spice Nest Ginger Garlic Paste,2024-07-23,2024-12-25,400,200 gms,49.75,104.00,51,403,407,NA,NA,
1,118,Ruchi Chana Dal,2024-07-23,2024-12-12,550,850 gms,240.00,104.00,38,NA,NA,NA,NA,
2,118,Ruchi Chana Dal,2024-07-23,2024-12-12,544,850 gms,240.00,104.00,38,550,NA,NA,NA,
3,118,Ruchi Chana Dal,2024-07-23,2024-12-12,542,850 gms,240.00,104.00,38,544,550,NA,NA,
4,118,Ruchi Chana Dal,2024-07-23,2024-12-12,538,850 gms,240.00,104.00,38,542,544,NA,NA,
5,118,Ruchi Chana Dal,2024-07-23,2024-12-12,532,850 gms,240.00,104.00,38,538,542,NA,NA,
6,118,Ruchi Chana Dal,2024-07-23,2024-12-12,527,850 gms,240.00,104.00,38,532,538,NA,NA,
7,118,Ruchi Chana Dal,2024-07-23,2024-12-12,522,850 gms,240.00,104.00,38,527,532,519,53.02515126,
8,118,Ruchi Chana Dal,2024-07-23,2024-12-12,518,850 gms,240.00,104.00,38,522,527,536.4285714,9.930712342,
9,118,Ruchi Chana Dal,2024-07-23,2024-12-12,514,850 gms,240.00,104.00,38,518,522,531.8571429,10.00714031,
10,118,Ruchi Chana Dal,2024-07-23,2024-12-12,510,850 gms,240.00,104.00,38,514,518,527.5714286,10.35788175,
11,118,Ruchi Chana Dal,2024-07-23,2024-12-12,507,850 gms,240.00,104.00,38,510,514,523,9.983319421,
12,118,Ruchi Chana Dal,2024-07-23,2024-12-12,503,850 gms,240.00,104.00,38,507,510,518.5714286,9.052755434,
13,118,Ruchi Chana Dal,2024-07-23,2024-12-12,499,850 gms,240.00,104.00,38,503,507,514.4285714,8.502100581,
14,118,Ruchi Chana Dal,2024-07-23,2024-12-12,496,850 gms,240.00,104.00,38,499,503,510.4285714,8.182443459,
15,118,Ruchi Chana Dal,2024-07-23,2024-12-12,491,850 gms,240.00,104.00,38,496,499,506.7142857,7.952238379,
16,118,Ruchi Chana Dal,2024-07-23,2024-12-12,487,850 gms,240.00,104.00,38,491,496,502.8571429,8.112306935,
17,118,Ruchi Chana Dal,2024-07-23,2024-12-12,483,850 gms,240.00,104.00,38,487,491,499,8.346656017,
18,118,Ruchi Chana Dal,2024-07-23,2024-12-12,477,850 gms,240.00,104.00,38,483,487,495.1428571,8.649249899,
19,118,Ruchi Chana Dal,2024-07-23,2024-12-12,471,850 gms,240.00,104.00,38,477,483,490.8571429,9.209208642,
