DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD
12,114,Maggie Noodles,2024/07/23,2024/11/10,721,125 gms,15.00,62.00,48,725,731,742.714285714286,12.3654665057474
13,114,Maggie Noodles,2024/07/23,2024/11/10,714,125 gms,15.00,62.00,48,721,725,737,11.7331439378654
14,114,Maggie Noodles,2024/07/23,2024/11/10,710,125 gms,15.00,62.00,48,714,721,731.428571428571,12.1223917174946
15,114,Maggie Noodles,2024/07/23,2024/11/10,704,125 gms,15.00,62.00,48,710,714,726.142857142857,12.2668737042569
16,114,Maggie Noodles,2024/07/23,2024/11/10,698,125 gms,15.00,62.00,48,704,710,720.714285714286,12.4861828396337
17,114,Maggie Noodles,2024/07/23,2024/11/10,692,125 gms,15.00,62.00,48,698,704,714.714285714286,11.7432858223226
18,114,Maggie Noodles,2024/07/23,2024/11/10,687,125 gms,15.00,62.00,48,692,698,709.142857142857,11.9781547191623
19,114,Maggie Noodles,2024/07/23,2024/11/10,681,125 gms,15.00,62.00,48,687,692,703.714285714286,12.2026538877722
20,114,Maggie Noodles,2024/07/23,2024/11/10,674,125 gms,15.00,62.00,48,681,687,698,12.1243556529821
21,114,Maggie Noodles,2024/07/23,2024/11/10,666,125 gms,15.00,62.00,48,674,681,692.285714285714,12.7372718915039
22,114,Maggie Noodles,2024/07/23,2024/11/10,661,125 gms,15.00,62.00,48,666,674,686,13.3790881602597
23,114,Maggie Noodles,2024/07/23,2024/11/10,652,125 gms,15.00,62.00,48,661,666,679.857142857143,13.6067210283322
24,114,Maggie Noodles,2024/07/23,2024/11/10,645,125 gms,15.00,62.00,48,652,661,673.285714285714,14.4650646468689
25,114,Maggie Noodles,2024/07/23,2024/11/10,639,125 gms,15.00,62.00,48,645,652,666.571428571429,15.2190356993815
26,114,Maggie Noodles,2024/07/23,2024/11/10,635,125 gms,15.00,62.00,48,639,645,659.714285714286,15.2939452694444
27,114,Maggie Noodles,2024/07/23,2024/11/10,624,125 gms,15.00,62.00,48,635,639,653.142857142857,14.4848032023056
28,114,Maggie Noodles,2024/07/23,2024/11/10,611,125 gms,15.00,62.00,48,624,635,646,14.8099065943487
29,114,Maggie Noodles,2024/07/23,2024/11/10,580,125 gms,15.00,62.00,48,611,624,638.142857142857,16.8763006553428
30,114,Maggie Noodles,2024/07/23,2024/11/10,559,125 gms,15.00,62.00,48,580,611,626.571428571429,24.595779738654
31,114,Maggie Noodles,2024/07/23,2024/11/10,551,125 gms,15.00,62.00,48,559,580,613.285714285714,32.4382196681337
32,114,Maggie Noodles,2024/07/23,2024/11/10,529,125 gms,15.00,62.00,48,551,559,599.857142857143,36.342943246379
33,114,Maggie Noodles,2024/07/23,2024/11/10,504,125 gms,15.00,62.00,48,529,551,584.142857142857,40.1763967665451
34,114,Maggie Noodles,2024/07/23,2024/11/10,487,125 gms,15.00,62.00,48,504,529,565.428571428571,42.9529088764938
35,114,Maggie Noodles,2024/07/23,2024/11/10,471,125 gms,15.00,62.00,48,487,504,545.857142857143,43.0287832790586
36,114,Maggie Noodles,2024/07/23,2024/11/10,453,125 gms,15.00,62.00,48,471,487,525.857142857143,40.1431960670322
37,114,Maggie Noodles,2024/07/23,2024/11/10,437,125 gms,15.00,62.00,48,453,471,507.714285714286,40.2935655976414
38,114,Maggie Noodles,2024/07/23,2024/11/10,421,125 gms,15.00,62.00,48,437,453,490.285714285714,40.7950743992225
39,114,Maggie Noodles,2024/07/23,2024/11/10,403,125 gms,15.00,62.00,48,421,437,471.714285714286,38.0469634605894
40,114,Maggie Noodles,2024/07/23,2024/11/10,387,125 gms,15.00,62.00,48,403,421,453.714285714286,36.188001168501
41,114,Maggie Noodles,2024/07/23,2024/11/10,358,125 gms,15.00,62.00,48,387,403,437,36.1109401705356
42,114,Maggie Noodles,2024/07/23,2024/11/10,321,125 gms,15.00,62.00,48,358,387,418.571428571429,39.1316459439891
43,114,Maggie Noodles,2024/07/23,2024/11/10,298,125 gms,15.00,62.00,48,321,358,397.142857142857,46.0884243291399
44,114,Maggie Noodles,2024/07/23,2024/11/10,257,125 gms,15.00,62.00,48,298,321,375,51.6752681012236
45,114,Maggie Noodles,2024/07/23,2024/11/10,221,125 gms,15.00,62.00,48,257,298,349.285714285714,59.8239480635035
46,114,Maggie Noodles,2024/07/23,2024/11/10,203,125 gms,15.00,62.00,48,221,257,320.714285714286,67.173194767244
47,114,Maggie Noodles,2024/07/23,2024/11/10,193,125 gms,15.00,62.00,48,203,221,292.142857142857,68.8535367559977
48,114,Maggie Noodles,2024/07/23,2024/11/10,178,125 gms,15.00,62.00,48,193,203,264.428571428571,63.1132768463634
49,114,Maggie Noodles,2024/07/23,2024/11/10,162,125 gms,15.00,62.00,48,178,193,238.714285714286,54.7500815394044
50,114,Maggie Noodles,2024/07/23,2024/11/10,151,125 gms,15.00,62.00,48,162,178,216,47.4130783645188
51,114,Maggie Noodles,2024/07/23,2024/11/10,139,125 gms,15.00,62.00,48,151,162,195,36.2904946232481
52,114,Maggie Noodles,2024/07/23,2024/11/10,124,125 gms,15.00,62.00,48,139,151,178.142857142857,29.4529487568934
53,114,Maggie Noodles,2024/07/23,2024/11/10,112,125 gms,15.00,62.00,48,124,139,164.285714285714,28.7385588000645
54,114,Maggie Noodles,2024/07/23,2024/11/10,103,125 gms,15.00,62.00,48,112,124,151.285714285714,28.8889499388854
55,114,Maggie Noodles,2024/07/23,2024/11/10,97,125 gms,15.00,62.00,48,103,112,138.428571428571,27.2081920436789
56,114,Maggie Noodles,2024/07/23,2024/11/10,84,125 gms,15.00,62.00,48,97,103,126.857142857143,24.6808196205648
57,114,Maggie Noodles,2024/07/23,2024/11/10,75,125 gms,15.00,62.00,48,84,97,115.714285714286,23.7607118700478
58,114,Maggie Noodles,2024/07/23,2024/11/10,62,125 gms,15.00,62.00,48,75,84,104.857142857143,22.2667807239736
59,114,Maggie Noodles,2024/07/23,2024/11/10,54,125 gms,15.00,62.00,48,62,75,93.8571428571429,21.5980598775953
60,114,Maggie Noodles,2024/07/23,2024/11/10,50,125 gms,15.00,62.00,48,54,62,NA,NA
1,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1200,250 ml,30.00,62.00,22,NA,NA,NA,NA
2,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1154,250 ml,30.00,62.00,22,1200,NA,NA,NA
3,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1142,250 ml,30.00,62.00,22,1154,1200,NA,NA
4,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1120,250 ml,30.00,62.00,22,1142,1154,NA,NA
5,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1107,250 ml,30.00,62.00,22,1120,1142,NA,NA
6,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1088,250 ml,30.00,62.00,22,1107,1120,NA,NA
7,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1071,250 ml,30.00,62.00,22,1088,1107,980.142857142857,411.746859357149
8,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1052,250 ml,30.00,62.00,22,1071,1088,1126,43.5545634807651
9,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1041,250 ml,30.00,62.00,22,1052,1071,1104.85714285714,37.0874128307191
10,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1025,250 ml,30.00,62.00,22,1041,1052,1088.71428571429,36.7229006012792
11,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,1006,250 ml,30.00,62.00,22,1025,1041,1072,35.0142828000232
12,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,989,250 ml,30.00,62.00,22,1006,1025,1055.71428571429,35.4763502712924
13,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,971,250 ml,30.00,62.00,22,989,1006,1038.85714285714,35.0781440568938
14,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,944,250 ml,30.00,62.00,22,971,989,1022.14285714286,35.6297093796201
15,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,920,250 ml,30.00,62.00,22,944,971,1004,38.7986254052039
16,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,895,250 ml,30.00,62.00,22,920,944,985.142857142857,43.3875119184794
17,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,872,250 ml,30.00,62.00,22,895,920,964.285714285714,47.0025328598161
18,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,844,250 ml,30.00,62.00,22,872,895,942.428571428571,49.5676545839359
19,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,831,250 ml,30.00,62.00,22,844,872,919.285714285714,52.6615428490098
20,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,814,250 ml,30.00,62.00,22,831,844,896.714285714286,51.6517643639088
21,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,801,250 ml,30.00,62.00,22,814,831,874.285714285714,47.9746957110874
22,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,789,250 ml,30.00,62.00,22,801,814,853.857142857143,43.5868044688932
23,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,771,250 ml,30.00,62.00,22,789,801,835.142857142857,38.2510504057452
24,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,763,250 ml,30.00,62.00,22,771,789,817.428571428571,34.4328193388088
25,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,747,250 ml,30.00,62.00,22,763,771,801.857142857143,30.0023808579062
26,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,733,250 ml,30.00,62.00,22,747,763,788,29.6928723209235
27,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,721,250 ml,30.00,62.00,22,733,747,774,29.1376045686669
28,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,709,250 ml,30.00,62.00,22,721,733,760.714285714286,29.0615111198889
29,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,694,250 ml,30.00,62.00,22,709,721,747.571428571429,28.6056937389345
30,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,681,250 ml,30.00,62.00,22,694,709,734,28.2075639973867
31,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,677,250 ml,30.00,62.00,22,681,694,721.142857142857,29.0311819223662
32,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,666,250 ml,30.00,62.00,22,677,681,708.857142857143,26.4476121885548
33,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,660,250 ml,30.00,62.00,22,666,677,697.285714285714,24.6354371161699
34,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,651,250 ml,30.00,62.00,22,660,666,686.857142857143,22.3415052568724
35,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,642,250 ml,30.00,62.00,22,651,660,676.857142857143,20.061809252313
36,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,633,250 ml,30.00,62.00,22,642,651,667.285714285714,18.052832517496
37,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,622,250 ml,30.00,62.00,22,633,642,658.571428571429,17.7281052085584
38,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,613,250 ml,30.00,62.00,22,622,633,650.142857142857,19.2477580636341
39,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,604,250 ml,30.00,62.00,22,613,622,641,19.5618676681616
40,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,592,250 ml,30.00,62.00,22,604,613,632.142857142857,20.3750547764382
41,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,584,250 ml,30.00,62.00,22,592,604,622.428571428571,21.0780861153406
42,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,566,250 ml,30.00,62.00,22,584,592,612.857142857143,21.1536330325595
43,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,557,250 ml,30.00,62.00,22,566,584,602,23.1156512634477
44,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,549,250 ml,30.00,62.00,22,557,566,591.142857142857,23.9612782869124
45,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,534,250 ml,30.00,62.00,22,549,557,580.714285714286,24.17791199776
46,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,530,250 ml,30.00,62.00,22,534,549,569.428571428571,25.0190403683351
47,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,524,250 ml,30.00,62.00,22,530,534,558.857142857143,23.5685423918449
48,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,515,250 ml,30.00,62.00,22,524,530,549.142857142857,21.5594416395584
49,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,510,250 ml,30.00,62.00,22,515,524,539.285714285714,18.5266860295654
50,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,508,250 ml,30.00,62.00,22,510,515,531.285714285714,17.1047194823952
51,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,501,250 ml,30.00,62.00,22,508,510,524.285714285714,14.6823509211375
52,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,493,250 ml,30.00,62.00,22,501,508,517.428571428571,12.2182533238477
53,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,482,250 ml,30.00,62.00,22,493,501,511.571428571429,12.7652802927465
54,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,474,250 ml,30.00,62.00,22,482,493,504.714285714286,14.0441480780464
55,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,467,250 ml,30.00,62.00,22,474,482,497.571428571429,15.2627776290026
56,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,447,250 ml,30.00,62.00,22,467,474,490.714285714286,16.8296789998531
57,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,432,250 ml,30.00,62.00,22,447,467,481.714285714286,21.1006657534329
58,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,424,250 ml,30.00,62.00,22,432,447,470.857142857143,24.5860975039999
59,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,410,250 ml,30.00,62.00,22,424,432,459.857142857143,26.0347752786446
60,115,Tropicana Fruit Juice,2024/07/23,2024/10/15,400,250 ml,30.00,62.00,22,410,424,NA,NA
1,116,Parachute Coconut Oil,2024/07/23,2026/03/10,450,600 ml,215.00,62.00,533,NA,NA,NA,NA
2,116,Parachute Coconut Oil,2024/07/23,2026/03/10,446,600 ml,215.00,62.00,533,450,NA,NA,NA
3,116,Parachute Coconut Oil,2024/07/23,2026/03/10,441,600 ml,215.00,62.00,533,446,450,NA,NA
4,116,Parachute Coconut Oil,2024/07/23,2026/03/10,437,600 ml,215.00,62.00,533,441,446,NA,NA
5,116,Parachute Coconut Oil,2024/07/23,2026/03/10,433,600 ml,215.00,62.00,533,437,441,NA,NA
6,116,Parachute Coconut Oil,2024/07/23,2026/03/10,427,600 ml,215.00,62.00,533,433,437,NA,NA
7,116,Parachute Coconut Oil,2024/07/23,2026/03/10,421,600 ml,215.00,62.00,533,427,433,433.428571428571,16.641886339967
8,116,Parachute Coconut Oil,2024/07/23,2026/03/10,414,600 ml,215.00,62.00,533,421,427,436.428571428571,10.2933172958178
9,116,Parachute Coconut Oil,2024/07/23,2026/03/10,410,600 ml,215.00,62.00,533,414,421,431.285714285714,11.32422603263
10,116,Parachute Coconut Oil,2024/07/23,2026/03/10,406,600 ml,215.00,62.00,533,410,414,426.142857142857,11.6965603409517
11,116,Parachute Coconut Oil,2024/07/23,2026/03/10,401,600 ml,215.00,62.00,533,406,410,421.142857142857,11.7675906827265
12,116,Parachute Coconut Oil,2024/07/23,2026/03/10,394,600 ml,215.00,62.00,533,401,406,416,11.5470053837925
13,116,Parachute Coconut Oil,2024/07/23,2026/03/10,391,600 ml,215.00,62.00,533,394,401,410.428571428571,11.3850361272614
14,116,Parachute Coconut Oil,2024/07/23,2026/03/10,388,600 ml,215.00,62.00,533,391,394,405.285714285714,10.7659073888252
15,116,Parachute Coconut Oil,2024/07/23,2026/03/10,382,600 ml,215.00,62.00,533,388,391,400.571428571429,9.93071234197465
16,116,Parachute Coconut Oil,2024/07/23,2026/03/10,374,600 ml,215.00,62.00,533,382,388,396,10.0829889748361
17,116,Parachute Coconut Oil,2024/07/23,2026/03/10,370,600 ml,215.00,62.00,533,374,382,390.857142857143,10.8999781563783
18,116,Parachute Coconut Oil,2024/07/23,2026/03/10,365,600 ml,215.00,62.00,533,370,374,385.714285714286,11.0561338286987
19,116,Parachute Coconut Oil,2024/07/23,2026/03/10,362,600 ml,215.00,62.00,533,365,370,380.571428571429,11.1333903619868
20,116,Parachute Coconut Oil,2024/07/23,2026/03/10,355,600 ml,215.00,62.00,533,362,365,376,11.2694276695846
21,116,Parachute Coconut Oil,2024/07/23,2026/03/10,351,600 ml,215.00,62.00,533,355,362,370.857142857143,11.4953406710222
22,116,Parachute Coconut Oil,2024/07/23,2026/03/10,347,600 ml,215.00,62.00,533,351,355,365.571428571429,10.7835854095804
23,116,Parachute Coconut Oil,2024/07/23,2026/03/10,341,600 ml,215.00,62.00,533,347,351,360.571428571429,9.98093420572682
24,116,Parachute Coconut Oil,2024/07/23,2026/03/10,333,600 ml,215.00,62.00,533,341,347,355.857142857143,10.3670724158844
25,116,Parachute Coconut Oil,2024/07/23,2026/03/10,331,600 ml,215.00,62.00,533,333,341,350.571428571429,11.3410337985145
26,116,Parachute Coconut Oil,2024/07/23,2026/03/10,323,600 ml,215.00,62.00,533,331,333,345.714285714286,11.4121906415068
27,116,Parachute Coconut Oil,2024/07/23,2026/03/10,314,600 ml,215.00,62.00,533,323,331,340.142857142857,11.6537343289404
28,116,Parachute Coconut Oil,2024/07/23,2026/03/10,305,600 ml,215.00,62.00,533,314,323,334.285714285714,13.1493255304127
29,116,Parachute Coconut Oil,2024/07/23,2026/03/10,298,600 ml,215.00,62.00,533,305,314,327.714285714286,14.7954304399961
30,116,Parachute Coconut Oil,2024/07/23,2026/03/10,291,600 ml,215.00,62.00,533,298,305,320.714285714286,15.7132034259333
31,116,Parachute Coconut Oil,2024/07/23,2026/03/10,284,600 ml,215.00,62.00,533,291,298,313.571428571429,16.3080465093886
32,116,Parachute Coconut Oil,2024/07/23,2026/03/10,280,600 ml,215.00,62.00,533,284,291,306.571428571429,17.0768570767295
33,116,Parachute Coconut Oil,2024/07/23,2026/03/10,274,600 ml,215.00,62.00,533,280,284,299.285714285714,15.7449916451157
34,116,Parachute Coconut Oil,2024/07/23,2026/03/10,273,600 ml,215.00,62.00,533,274,280,292.285714285714,14.2678459681701
35,116,Parachute Coconut Oil,2024/07/23,2026/03/10,266,600 ml,215.00,62.00,533,273,274,286.428571428571,12.1223917174946
36,116,Parachute Coconut Oil,2024/07/23,2026/03/10,261,600 ml,215.00,62.00,533,266,273,280.857142857143,11.0819458494221
37,116,Parachute Coconut Oil,2024/07/23,2026/03/10,254,600 ml,215.00,62.00,533,261,266,275.571428571429,10.3417784230944
38,116,Parachute Coconut Oil,2024/07/23,2026/03/10,252,600 ml,215.00,62.00,533,254,261,270.285714285714,10.5942482148615
39,116,Parachute Coconut Oil,2024/07/23,2026/03/10,243,600 ml,215.00,62.00,533,252,254,265.714285714286,10.5942482148615
40,116,Parachute Coconut Oil,2024/07/23,2026/03/10,235,600 ml,215.00,62.00,533,243,252,260.428571428571,11.4725344897737
41,116,Parachute Coconut Oil,2024/07/23,2026/03/10,232,600 ml,215.00,62.00,533,235,243,254.857142857143,13.1330190922038
42,116,Parachute Coconut Oil,2024/07/23,2026/03/10,224,600 ml,215.00,62.00,533,232,235,249,12.8322510366134
43,116,Parachute Coconut Oil,2024/07/23,2026/03/10,216,600 ml,215.00,62.00,533,224,232,243,13.3666251038423
44,116,Parachute Coconut Oil,2024/07/23,2026/03/10,210,600 ml,215.00,62.00,533,216,224,236.571428571429,14.0695551085449
45,116,Parachute Coconut Oil,2024/07/23,2026/03/10,205,600 ml,215.00,62.00,533,210,216,230.285714285714,14.7954304399961
46,116,Parachute Coconut Oil,2024/07/23,2026/03/10,202,600 ml,215.00,62.00,533,205,210,223.571428571429,13.9386410487434
47,116,Parachute Coconut Oil,2024/07/23,2026/03/10,198,600 ml,215.00,62.00,533,202,205,217.714285714286,12.9963364801302
48,116,Parachute Coconut Oil,2024/07/23,2026/03/10,191,600 ml,215.00,62.00,533,198,202,212.428571428571,12.2998257827383
49,116,Parachute Coconut Oil,2024/07/23,2026/03/10,184,600 ml,215.00,62.00,533,191,198,206.571428571429,11.1333903619868
50,116,Parachute Coconut Oil,2024/07/23,2026/03/10,177,600 ml,215.00,62.00,533,184,191,200.857142857143,10.9609697172676
51,116,Parachute Coconut Oil,2024/07/23,2026/03/10,171,600 ml,215.00,62.00,533,177,184,195.285714285714,11.8562822407122
52,116,Parachute Coconut Oil,2024/07/23,2026/03/10,165,600 ml,215.00,62.00,533,171,177,189.714285714286,12.9062554047031
53,116,Parachute Coconut Oil,2024/07/23,2026/03/10,162,600 ml,215.00,62.00,533,165,171,184,13.832329280831
54,116,Parachute Coconut Oil,2024/07/23,2026/03/10,152,600 ml,215.00,62.00,533,162,165,178.285714285714,13.4128580811385
55,116,Parachute Coconut Oil,2024/07/23,2026/03/10,144,600 ml,215.00,62.00,533,152,162,171.714285714286,13.4128580811385
56,116,Parachute Coconut Oil,2024/07/23,2026/03/10,138,600 ml,215.00,62.00,533,144,152,165,13.9044357430761
57,116,Parachute Coconut Oil,2024/07/23,2026/03/10,132,600 ml,215.00,62.00,533,138,144,158.428571428571,14.2928553580352
58,116,Parachute Coconut Oil,2024/07/23,2026/03/10,125,600 ml,215.00,62.00,533,132,138,152,14.6628782986152
59,116,Parachute Coconut Oil,2024/07/23,2026/03/10,120,600 ml,215.00,62.00,533,125,132,145.428571428571,15.0317125089719
60,116,Parachute Coconut Oil,2024/07/23,2026/03/10,115,600 ml,215.00,62.00,533,120,125,NA,NA
1,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,650,200 gms,49.75,62.00,32,NA,NA,NA,NA
2,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,642,200 gms,49.75,62.00,32,650,NA,NA,NA
3,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,632,200 gms,49.75,62.00,32,642,650,NA,NA
4,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,629,200 gms,49.75,62.00,32,632,642,NA,NA
5,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,622,200 gms,49.75,62.00,32,629,632,NA,NA
6,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,615,200 gms,49.75,62.00,32,622,629,NA,NA
7,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,610,200 gms,49.75,62.00,32,615,622,557.857142857143,195.631821347677
8,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,602,200 gms,49.75,62.00,32,610,615,628.571428571429,14.2811897596937
9,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,599,200 gms,49.75,62.00,32,602,610,621.714285714286,13.7926826701007
10,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,587,200 gms,49.75,62.00,32,599,602,615.571428571429,12.7913661357592
11,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,585,200 gms,49.75,62.00,32,587,599,609.142857142857,14.3692794000322
12,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,577,200 gms,49.75,62.00,32,585,587,602.857142857143,13.8495315375475
13,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,572,200 gms,49.75,62.00,32,577,585,596.428571428571,13.9266787480857
14,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,568,200 gms,49.75,62.00,32,572,577,590.285714285714,13.8529694255334
15,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,568,200 gms,49.75,62.00,32,568,572,584.285714285714,12.9578069867074
16,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,568,200 gms,49.75,62.00,32,568,568,579.428571428571,11.5015526902116
17,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,564,200 gms,49.75,62.00,32,568,568,575,8.20568908339411
18,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,561,200 gms,49.75,62.00,32,564,568,571.714285714286,7.134757312254
19,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,557,200 gms,49.75,62.00,32,561,564,568.285714285714,5.18698003705064
20,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,555,200 gms,49.75,62.00,32,557,561,565.428571428571,5.09434794182543
21,117,Spice Nest Ginger Garlic Paste,2024/07/23,2024/10/25,551,200 gms,49.75,62.00,32,555,557,563,5.47722557505166
